id	label	length	num_loops	max_loop_size	bulge_count	bulge_chain_count	bulge_density	mfe
Hsa-Mir-430-P20_pre	1	59	7	15	7.0	6.0	0.11864406779661017	-21.1
Hsa-Mir-430-P21_pre	1	59	7	4	7.0	6.0	0.11864406779661017	-30.6
Hsa-Mir-430-P22_pre	1	59	4	6	4.0	3.0	0.06779661016949153	-30.1
Hsa-Mir-430-P23_pre	1	61	5	4	5.0	4.0	0.08196721311475409	-33.5
Hsa-Mir-430-P24_pre	1	59	8	3	8.0	7.0	0.13559322033898305	-26.4
Hsa-Mir-430-P25_pre	1	59	6	4	6.0	5.0	0.1016949152542373	-31.6
Hsa-Mir-430-P26_pre	1	60	3	4	3.0	2.0	0.05	-34.4
Hsa-Mir-430-P27_pre	1	59	6	3	6.0	5.0	0.1016949152542373	-26.0
Hsa-Mir-430-P28_pre	1	59	5	4	5.0	4.0	0.0847457627118644	-28.0
Hsa-Mir-430-P29a_pre	1	61	7	15	7.0	6.0	0.11475409836065574	-21.1
Hsa-Mir-430-P29b_pre	1	59	7	13	7.0	6.0	0.11864406779661017	-21.2
Hsa-Mir-430-P29c_pre	1	59	7	13	7.0	6.0	0.11864406779661017	-21.6
Hsa-Mir-430-P30_pre	1	62	6	8	6.0	5.0	0.0967741935483871	-25.1
Hsa-Mir-430-P31a_pre	1	61	6	6	6.0	5.0	0.09836065573770492	-18.0
Hsa-Mir-430-P31b_pre	1	61	9	4	9.0	8.0	0.14754098360655737	-19.0
Hsa-Mir-430-P32_pre	1	60	6	4	6.0	5.0	0.1	-24.8
Hsa-Mir-430-P33a_pre	1	60	3	13	3.0	2.0	0.05	-22.7
Hsa-Mir-430-P33b_pre	1	60	3	13	3.0	2.0	0.05	-22.7
Hsa-Mir-430-P34a_pre	1	58	4	10	4.0	3.0	0.06896551724137931	-21.9
Hsa-Mir-430-P34b_pre	1	63	4	5	4.0	3.0	0.06349206349206349	-27.4
Hsa-Mir-430-P35_pre	1	55	7	11	7.0	6.0	0.12727272727272726	-18.0
Hsa-Mir-430-P36_pre	1	59	3	15	3.0	2.0	0.05084745762711865	-32.9
Hsa-Mir-430-P37a_pre	1	60	7	5	7.0	6.0	0.11666666666666667	-30.7
Hsa-Mir-430-P37b_pre	1	60	7	5	7.0	6.0	0.11666666666666667	-30.7
Hsa-Mir-430-P37c_pre	1	59	5	4	5.0	4.0	0.0847457627118644	-26.4
Hsa-Mir-430-P38_pre	1	59	6	3	6.0	5.0	0.1016949152542373	-27.5
Hsa-Mir-430-P39_pre	1	60	7	4	7.0	6.0	0.11666666666666667	-25.4
Hsa-Mir-430-P40a_pre	1	61	5	4	5.0	4.0	0.08196721311475409	-30.9
Hsa-Mir-430-P40b_pre	1	61	7	4	7.0	6.0	0.11475409836065574	-25.7
Hsa-Mir-430-P41a_pre	1	63	7	4	7.0	6.0	0.1111111111111111	-25.3
Hsa-Mir-430-P41b_pre	1	63	7	4	7.0	6.0	0.1111111111111111	-25.3
Hsa-Mir-431_pre	1	64	8	8	8.0	7.0	0.125	-24.9
Hsa-Mir-432_pre	1	69	9	6	9.0	8.0	0.13043478260869565	-27.2
Hsa-Mir-433_pre	1	74	8	8	8.0	7.0	0.10810810810810811	-27.4
Hsa-Mir-448_pre	1	79	8	6	8.0	7.0	0.10126582278481013	-36.1
Hsa-Mir-450-P1_pre	1	57	3	7	3.0	2.0	0.05263157894736842	-22.1
Hsa-Mir-450-P2_pre	1	57	3	9	3.0	2.0	0.05263157894736842	-21.4
Hsa-Mir-450-P3_pre	1	58	6	9	6.0	5.0	0.10344827586206896	-13.9
Hsa-Mir-451_pre	1	42	1	4	1.0	0.0	0.023809523809523808	-22.7
Hsa-Mir-452-v1_pre	1	61	7	11	7.0	6.0	0.11475409836065574	-25.7
Hsa-Mir-455-v1_pre	1	58	7	8	7.0	6.0	0.1206896551724138	-28.0
Hsa-Mir-459_pre	1	61	4	12	4.0	3.0	0.06557377049180328	-23.6
Hsa-Mir-483_pre	1	63	9	8	9.0	8.0	0.14285714285714285	-30.4
Hsa-Mir-484_pre	1	57	3	5	3.0	2.0	0.05263157894736842	-38.1
Hsa-Mir-486_pre	1	64	1	18	1.0	0.0	0.015625	-47.3
Hsa-Mir-488_pre	1	59	6	9	6.0	5.0	0.1016949152542373	-19.3
Hsa-Mir-489-v1_pre	1	60	6	4	6.0	5.0	0.1	-22.6
Hsa-Mir-490_pre	1	60	5	10	5.0	4.0	0.08333333333333333	-25.7
Hsa-Mir-491_pre	1	56	7	5	7.0	6.0	0.125	-24.6
Hsa-Mir-493_pre	1	62	1	17	1.0	0.0	0.016129032258064516	-24.4
Hsa-Mir-499_pre	1	59	3	13	3.0	2.0	0.05084745762711865	-23.7
Hsa-Mir-504-v1_pre	1	59	7	4	7.0	6.0	0.11864406779661017	-34.4
Hsa-Mir-505-v1_pre	1	59	5	11	5.0	4.0	0.0847457627118644	-28.2
Hsa-Mir-506-P1a1_pre	1	58	7	8	7.0	6.0	0.1206896551724138	-16.9
Hsa-Mir-506-P1a2_pre	1	58	7	8	7.0	6.0	0.1206896551724138	-16.9
Hsa-Mir-506-P1a3_pre	1	58	7	8	7.0	6.0	0.1206896551724138	-16.9
Hsa-Mir-506-P1b_pre	1	58	6	8	6.0	5.0	0.10344827586206896	-23.5
Hsa-Mir-506-P1c1_pre	1	58	4	12	4.0	3.0	0.06896551724137931	-22.4
Hsa-Mir-506-P1c2_pre	1	57	3	12	3.0	2.0	0.05263157894736842	-26.2
Hsa-Mir-506-P1c3_pre	1	58	4	12	4.0	3.0	0.06896551724137931	-22.4
Hsa-Mir-506-P1d_pre	1	61	6	7	6.0	5.0	0.09836065573770492	-22.4
Hsa-Mir-506-P1e_pre	1	58	4	8	4.0	3.0	0.06896551724137931	-21.5
Hsa-Mir-506-P2b_pre	1	58	5	8	5.0	4.0	0.08620689655172414	-23.7
Hsa-Mir-506-P3_pre	1	58	5	8	5.0	4.0	0.08620689655172414	-29.2
Hsa-Mir-506-P4_pre	1	57	5	4	5.0	4.0	0.08771929824561403	-19.8
Hsa-Mir-506-P5a1_pre	1	58	5	8	5.0	4.0	0.08620689655172414	-22.5
Hsa-Mir-506-P5a2_pre	1	58	5	8	5.0	4.0	0.08620689655172414	-22.5
Hsa-Mir-506-P5b_pre	1	58	5	8	5.0	4.0	0.08620689655172414	-23.9
Hsa-Mir-506-P5c_pre	1	58	5	8	5.0	4.0	0.08620689655172414	-22.7
Hsa-Mir-506-P6a_pre	1	57	5	5	5.0	4.0	0.08771929824561403	-25.3
Hsa-Mir-506-P6b_pre	1	57	7	11	7.0	6.0	0.12280701754385964	-19.5
Hsa-Mir-506-P6c_pre	1	57	5	11	5.0	4.0	0.08771929824561403	-25.3
Hsa-Mir-506-P6d_pre	1	57	5	11	5.0	4.0	0.08771929824561403	-19.9
Hsa-Mir-506-P6e_pre	1	57	5	11	5.0	4.0	0.08771929824561403	-20.3
Hsa-Mir-511_pre	1	61	6	6	6.0	5.0	0.09836065573770492	-20.6
Hsa-Mir-541_pre	1	66	6	4	6.0	5.0	0.09090909090909091	-22.1
Hsa-Mir-542-v1_pre	1	59	7	4	7.0	6.0	0.11864406779661017	-22.0
Hsa-Mir-544_pre	1	57	4	13	4.0	3.0	0.07017543859649122	-20.1
Hsa-Mir-550-P1_pre	1	62	4	7	4.0	3.0	0.06451612903225806	-39.7
Hsa-Mir-550-P2a_pre	1	62	3	7	3.0	2.0	0.04838709677419355	-39.3
Hsa-Mir-550-P2b_pre	1	62	4	7	4.0	3.0	0.06451612903225806	-39.7
Hsa-Mir-551-P1_pre	1	60	6	11	6.0	5.0	0.1	-25.5
Hsa-Mir-551-P2_pre	1	60	5	8	5.0	4.0	0.08333333333333333	-25.4
Hsa-Mir-552_pre	1	59	4	4	4.0	3.0	0.06779661016949153	-25.9
Hsa-Mir-556_pre	1	60	5	14	5.0	4.0	0.08333333333333333	-21.1
Hsa-Mir-561_pre	1	57	1	11	1.0	0.0	0.017543859649122806	-32.9
Hsa-Mir-574_pre	1	58	7	4	7.0	6.0	0.1206896551724138	-29.3
Hsa-Mir-576_pre	1	62	5	6	5.0	4.0	0.08064516129032258	-29.3
Hsa-Mir-577_pre	1	59	5	13	5.0	4.0	0.0847457627118644	-21.2
Hsa-Mir-579_pre	1	60	2	6	2.0	1.0	0.03333333333333333	-31.3
Hsa-Mir-580_pre	1	61	3	9	3.0	2.0	0.04918032786885246	-25.9
Hsa-Mir-582-v1_pre	1	60	1	14	1.0	0.0	0.016666666666666666	-30.5
Hsa-Mir-584_pre	1	62	7	4	7.0	6.0	0.11290322580645161	-30.6
Hsa-Mir-585_pre	1	58	5	10	5.0	4.0	0.08620689655172414	-33.7
Hsa-Mir-589_pre	1	61	11	6	11.0	10.0	0.18032786885245902	-22.8
Hsa-Mir-590_pre	1	61	7	5	7.0	6.0	0.11475409836065574	-19.6
Hsa-Mir-592_pre	1	61	6	4	6.0	5.0	0.09836065573770492	-27.5
Hsa-Mir-598_pre	1	59	5	8	5.0	4.0	0.0847457627118644	-21.8
Hsa-Mir-599_pre	1	59	3	5	3.0	2.0	0.05084745762711865	-26.7
Hsa-Mir-605-v1_pre	1	57	4	7	4.0	3.0	0.07017543859649122	-29.1
Hsa-Mir-615_pre	1	64	7	7	7.0	6.0	0.109375	-34.7
Hsa-Mir-616_pre	1	62	3	8	3.0	2.0	0.04838709677419355	-34.3
Hsa-Mir-624_pre	1	58	4	4	4.0	3.0	0.06896551724137931	-27.7
Hsa-Mir-628_pre	1	61	5	10	5.0	4.0	0.08196721311475409	-22.9
Hsa-Mir-629_pre	1	61	3	4	3.0	2.0	0.04918032786885246	-41.0
Hsa-Mir-642_pre	1	57	1	9	1.0	0.0	0.017543859649122806	-38.8
Hsa-Mir-651_pre	1	60	5	12	5.0	4.0	0.08333333333333333	-21.7
Hsa-Mir-652_pre	1	62	5	5	5.0	4.0	0.08064516129032258	-32.0
Hsa-Mir-653_pre	1	57	5	13	5.0	4.0	0.08771929824561403	-19.2
Hsa-Mir-670_pre	1	64	6	7	6.0	5.0	0.09375	-23.5
Hsa-Mir-671_pre	1	60	5	7	5.0	4.0	0.08333333333333333	-33.4
Hsa-Mir-675_pre	1	57	6	10	6.0	5.0	0.10526315789473684	-29.1
Hsa-Mir-676_pre	1	57	7	12	7.0	6.0	0.12280701754385964	-22.9
Hsa-Mir-708_pre	1	69	9	7	9.0	8.0	0.13043478260869565	-23.0
Hsa-Mir-744_pre	1	78	7	11	7.0	6.0	0.08974358974358974	-27.0
Hsa-Mir-760_pre	1	58	6	9	6.0	5.0	0.10344827586206896	-29.0
Hsa-Mir-766_pre	1	58	7	9	7.0	6.0	0.1206896551724138	-19.0
Hsa-Mir-769_pre	1	61	8	8	8.0	7.0	0.13114754098360656	-26.4
Hsa-Mir-770_pre	1	62	4	6	4.0	3.0	0.06451612903225806	-37.7
Hsa-Mir-873-v1_pre	1	59	9	7	9.0	8.0	0.15254237288135594	-26.3
Hsa-Mir-874_pre	1	60	10	3	10.0	9.0	0.16666666666666666	-28.1
Hsa-Mir-875_pre	1	56	5	10	5.0	4.0	0.08928571428571429	-21.9
Hsa-Mir-876-v1_pre	1	59	6	9	6.0	5.0	0.1016949152542373	-22.1
Hsa-Mir-877_pre	1	86	10	7	10.0	9.0	0.11627906976744186	-39.8
Hsa-Mir-885_pre	1	54	3	6	3.0	2.0	0.05555555555555555	-33.7
Hsa-Mir-887_pre	1	65	5	9	5.0	4.0	0.07692307692307693	-27.6
Hsa-Mir-934_pre	1	57	5	11	5.0	4.0	0.08771929824561403	-28.6
Hsa-Mir-935-v1_pre	1	60	5	12	5.0	4.0	0.08333333333333333	-29.1
Hsa-Mir-944_pre	1	60	5	12	5.0	4.0	0.08333333333333333	-20.9
Hsa-Mir-1180_pre	1	56	8	4	8.0	7.0	0.14285714285714285	-29.1
Hsa-Mir-1247_pre	1	58	11	8	11.0	10.0	0.1896551724137931	-20.1
Hsa-Mir-1249_pre	1	59	7	8	7.0	6.0	0.11864406779661017	-28.2
Hsa-Mir-1251_pre	1	59	9	5	9.0	8.0	0.15254237288135594	-19.3
Hsa-Mir-1252_pre	1	59	5	7	5.0	4.0	0.0847457627118644	-18.8
Hsa-Mir-1264_pre	1	63	5	15	5.0	4.0	0.07936507936507936	-19.1
Hsa-Mir-1266_pre	1	58	3	5	3.0	2.0	0.05172413793103448	-42.6
Hsa-Mir-1269_pre	1	64	6	6	6.0	5.0	0.09375	-34.8
Hsa-Mir-1270_pre	1	59	4	8	4.0	3.0	0.06779661016949153	-22.8
Hsa-Mir-1271_pre	1	58	5	4	5.0	4.0	0.08620689655172414	-33.1
Hsa-Mir-1276_pre	1	60	5	9	5.0	4.0	0.08333333333333333	-19.8
Hsa-Mir-1277_pre	1	58	3	6	3.0	2.0	0.05172413793103448	-20.2
Hsa-Mir-1278_pre	1	61	4	5	4.0	3.0	0.06557377049180328	-32.9
Hsa-Mir-1286_pre	1	56	9	8	9.0	8.0	0.16071428571428573	-18.2
Hsa-Mir-1287_pre	1	61	9	8	9.0	8.0	0.14754098360655737	-22.3
Hsa-Mir-1294_pre	1	59	3	5	3.0	2.0	0.05084745762711865	-34.5
Hsa-Mir-1295_pre	1	61	7	9	7.0	6.0	0.11475409836065574	-34.4
Hsa-Mir-1296_pre	1	65	6	4	6.0	5.0	0.09230769230769231	-30.7
Hsa-Mir-1298_pre	1	76	6	8	6.0	5.0	0.07894736842105263	-31.4
Hsa-Mir-1301_pre	1	60	6	7	6.0	5.0	0.1	-29.1
Hsa-Mir-1306_pre	1	61	11	5	11.0	10.0	0.18032786885245902	-23.8
Hsa-Mir-1307_pre	1	62	10	6	10.0	9.0	0.16129032258064516	-24.1
Hsa-Mir-1343_pre	1	59	7	8	7.0	6.0	0.11864406779661017	-38.5
Hsa-Mir-1908_pre	1	58	7	5	7.0	6.0	0.1206896551724138	-31.6
Hsa-Mir-1910_pre	1	60	5	12	5.0	4.0	0.08333333333333333	-26.0
Hsa-Mir-1911_pre	1	59	8	4	8.0	7.0	0.13559322033898305	-25.0
Hsa-Mir-1912_pre	1	55	9	7	9.0	8.0	0.16363636363636364	-18.9
Hsa-Mir-1913_pre	1	59	7	4	7.0	6.0	0.11864406779661017	-32.1
Hsa-Mir-1914_pre	1	58	6	11	6.0	5.0	0.10344827586206896	-30.7
Hsa-Mir-2114_pre	1	59	7	10	7.0	6.0	0.11864406779661017	-24.2
Hsa-Mir-2115_pre	1	60	3	13	3.0	2.0	0.05	-26.1
Hsa-Mir-2116_pre	1	57	7	9	7.0	6.0	0.12280701754385964	-26.1
Hsa-Mir-2276_pre	1	60	6	5	6.0	5.0	0.1	-27.9
Hsa-Mir-2355_pre	1	67	6	9	6.0	5.0	0.08955223880597014	-24.3
Hsa-Mir-2467_pre	1	62	8	8	8.0	7.0	0.12903225806451613	-31.2
Hsa-Mir-3059_pre	1	58	7	6	7.0	6.0	0.1206896551724138	-22.0
Hsa-Mir-3085_pre	1	61	6	6	6.0	5.0	0.09836065573770492	-21.3
Hsa-Mir-3126_pre	1	58	5	12	5.0	4.0	0.08620689655172414	-22.2
Hsa-Mir-3127_pre	1	58	4	11	4.0	3.0	0.06896551724137931	-28.4
Hsa-Mir-3136_pre	1	62	4	6	4.0	3.0	0.06451612903225806	-32.9
Hsa-Mir-3138_pre	1	62	7	12	7.0	6.0	0.11290322580645161	-29.3
Hsa-Mir-3140_pre	1	69	6	10	6.0	5.0	0.08695652173913043	-28.7
Hsa-Mir-3144-v1_pre	1	59	7	11	7.0	6.0	0.11864406779661017	-19.7
Hsa-Mir-3145_pre	1	62	4	5	4.0	3.0	0.06451612903225806	-26.7
Hsa-Mir-3146_pre	1	63	4	3	4.0	3.0	0.06349206349206349	-27.9
Hsa-Mir-3173_pre	1	61	5	4	5.0	4.0	0.08196721311475409	-37.3
Hsa-Mir-3174_pre	1	70	6	12	6.0	5.0	0.08571428571428572	-24.6
Hsa-Mir-3180-P1_pre	1	66	9	4	9.0	8.0	0.13636363636363635	-39.9
Hsa-Mir-3180-P2_pre	1	66	9	4	9.0	8.0	0.13636363636363635	-39.9
Hsa-Mir-3180-P3_pre	1	66	9	4	9.0	8.0	0.13636363636363635	-39.9
Hsa-Mir-3187_pre	1	60	6	12	6.0	5.0	0.1	-29.8
Hsa-Mir-3194_pre	1	57	7	5	7.0	6.0	0.12280701754385964	-30.1
Hsa-Mir-3611_pre	1	61	2	13	2.0	1.0	0.03278688524590164	-21.8
Hsa-Mir-3613_pre	1	59	5	9	5.0	4.0	0.0847457627118644	-18.7
Hsa-Mir-3615_pre	1	57	8	8	8.0	7.0	0.14035087719298245	-33.4
Hsa-Mir-3617_pre	1	63	5	12	5.0	4.0	0.07936507936507936	-19.6
Hsa-Mir-3619_pre	1	54	6	5	6.0	5.0	0.1111111111111111	-34.1
Hsa-Mir-3622_pre	1	59	7	4	7.0	6.0	0.11864406779661017	-40.7
Hsa-Mir-3663_pre	1	60	4	4	4.0	3.0	0.06666666666666667	-39.2
Hsa-Mir-3690_pre	1	59	7	9	7.0	6.0	0.11864406779661017	-20.4
Hsa-Mir-3909_pre	1	62	3	17	3.0	2.0	0.04838709677419355	-32.0
Hsa-Mir-3924_pre	1	59	7	5	7.0	6.0	0.11864406779661017	-21.4
Hsa-Mir-3934_pre	1	61	10	6	10.0	9.0	0.16393442622950818	-24.5
Hsa-Mir-3942_pre	1	63	4	9	4.0	3.0	0.06349206349206349	-20.3
Hsa-Mir-3944_pre	1	63	4	6	4.0	3.0	0.06349206349206349	-32.5
Hsa-Mir-4424_pre	1	60	3	8	3.0	2.0	0.05	-29.1
Hsa-Mir-4524_pre	1	56	3	14	3.0	2.0	0.05357142857142857	-29.6
Hsa-Mir-4637_pre	1	76	9	4	9.0	8.0	0.11842105263157894	-27.1
Hsa-Mir-4661_pre	1	59	3	5	3.0	2.0	0.05084745762711865	-36.6
Hsa-Mir-4662_pre	1	59	5	3	5.0	4.0	0.0847457627118644	-28.5
Hsa-Mir-4664_pre	1	56	11	3	11.0	10.0	0.19642857142857142	-18.9
Hsa-Mir-4677_pre	1	59	6	8	6.0	5.0	0.1016949152542373	-24.5
Hsa-Mir-4731_pre	1	54	7	8	7.0	6.0	0.12962962962962962	-31.0
Hsa-Mir-4766_pre	1	56	3	8	3.0	2.0	0.05357142857142857	-26.4
Hsa-Mir-4798_pre	1	59	4	4	4.0	3.0	0.06779661016949153	-32.3
Hsa-Mir-5579_pre	1	58	2	6	2.0	1.0	0.034482758620689655	-30.2
Hsa-Mir-5581_pre	1	59	5	13	5.0	4.0	0.0847457627118644	-21.3
Hsa-Mir-5586_pre	1	60	5	6	5.0	4.0	0.08333333333333333	-28.0
Hsa-Mir-5687_pre	1	58	3	8	3.0	2.0	0.05172413793103448	-23.1
Hsa-Mir-6529_pre	1	61	6	7	6.0	5.0	0.09836065573770492	-20.5
Hsa-Mir-6715_pre	1	57	8	4	8.0	7.0	0.14035087719298245	-29.0
Hsa-Mir-7151_pre	1	60	5	10	5.0	4.0	0.08333333333333333	-24.7
Hsa-Mir-7706_pre	1	60	7	6	7.0	6.0	0.11666666666666667	-28.0
Hsa-Mir-7854_pre	1	61	7	4	7.0	6.0	0.11475409836065574	-22.6
Hsa-Mir-9851_pre	1	57	6	6	6.0	5.0	0.10526315789473684	-36.2
Hsa-Mir-12462-v1_pre	1	59	8	4	8.0	7.0	0.13559322033898305	-23.3
Hsa-Mir-12463_pre	1	59	3	9	3.0	2.0	0.05084745762711865	-38.3
ENST00000633602.1:150-217;mfe=-28.60	0	67	3	7	3.0	2.0	0.04477611940298507	-28.6
ENST00000424969.2:310-385;mfe=-29.70	0	75	3	7	3.0	2.0	0.04	-29.7
ENST00000622043.1:60-121;mfe=-31.10	0	61	2	6	2.0	1.0	0.03278688524590164	-31.1
ENST00000612783.1:140-201;mfe=-26.80	0	61	4	13	4.0	3.0	0.06557377049180328	-26.8
ENST00000611248.1:1320-1401;mfe=-33.50	0	81	2	6	2.0	1.0	0.024691358024691357	-33.5
ENST00000630325.2:15970-16031;mfe=-25.70	0	61	3	8	3.0	2.0	0.04918032786885246	-25.7
ENST00000625520.2:16020-16081;mfe=-28.10	0	61	3	8	3.0	2.0	0.04918032786885246	-28.1
ENST00000619273.4:1530-1599;mfe=-25.30	0	69	1	8	1.0	0.0	0.014492753623188406	-25.3
ENST00000617902.4:1930-1996;mfe=-25.70	0	66	3	4	3.0	2.0	0.045454545454545456	-25.7
ENST00000613653.4:1530-1616;mfe=-31.20	0	86	2	8	2.0	1.0	0.023255813953488372	-31.2
ENST00000610921.1:390-459;mfe=-38.00	0	69	3	12	3.0	2.0	0.043478260869565216	-38.0
ENST00000613888.4:1940-2002;mfe=-26.20	0	62	3	4	3.0	2.0	0.04838709677419355	-26.2
ENST00000615811.4:1510-1586;mfe=-29.90	0	76	4	9	4.0	3.0	0.05263157894736842	-29.9
ENST00000615811.4:1520-1608;mfe=-26.40	0	88	2	8	2.0	1.0	0.022727272727272728	-26.4
ENST00000612388.3:1570-1633;mfe=-27.80	0	63	3	6	3.0	2.0	0.047619047619047616	-27.8
ENST00000570509.4:1080-1154;mfe=-24.90	0	74	2	14	2.0	1.0	0.02702702702702703	-24.9
ENST00000615900.1:2030-2104;mfe=-25.30	0	74	1	8	1.0	0.0	0.013513513513513514	-25.3
ENST00000611878.4:4090-4159;mfe=-34.50	0	69	3	8	3.0	2.0	0.043478260869565216	-34.5
ENST00000627233.2:2020-2083;mfe=-29.30	0	63	3	11	3.0	2.0	0.047619047619047616	-29.3
ENST00000621584.1:2830-2893;mfe=-20.10	0	63	2	12	2.0	1.0	0.031746031746031744	-20.1
ENST00000632864.1:1640-1723;mfe=-29.70	0	83	3	8	3.0	2.0	0.03614457831325301	-29.7
ENST00000473721.1:150-210;mfe=-24.00	0	60	3	19	3.0	2.0	0.05	-24.0
ENST00000627112.2:340-404;mfe=-36.10	0	64	3	6	3.0	2.0	0.046875	-36.1
ENST00000619263.4:1540-1629;mfe=-30.40	0	89	2	8	2.0	1.0	0.02247191011235955	-30.4
ENST00000438335.5:100-166;mfe=-23.70	0	66	3	9	3.0	2.0	0.045454545454545456	-23.7
ENST00000417430.1:310-370;mfe=-36.00	0	60	2	6	2.0	1.0	0.03333333333333333	-36.0
ENST00000482931.5:450-515;mfe=-26.70	0	65	3	11	3.0	2.0	0.046153846153846156	-26.7
ENST00000433063.6:820-894;mfe=-29.10	0	74	4	11	4.0	3.0	0.05405405405405406	-29.1
ENST00000633563.1:130-194;mfe=-22.90	0	64	4	7	4.0	3.0	0.0625	-22.9
ENST00000480082.1:310-372;mfe=-22.20	0	62	3	11	3.0	2.0	0.04838709677419355	-22.2
ENST00000633060.1:1290-1359;mfe=-28.00	0	69	3	8	3.0	2.0	0.043478260869565216	-28.0
ENST00000627946.2:690-757;mfe=-21.80	0	67	4	13	4.0	3.0	0.05970149253731343	-21.8
ENST00000622524.4:1920-1991;mfe=-26.70	0	71	2	8	2.0	1.0	0.028169014084507043	-26.7
ENST00000498621.1:310-370;mfe=-22.20	0	60	3	11	3.0	2.0	0.05	-22.2
ENST00000634210.1:450-510;mfe=-30.30	0	60	3	7	3.0	2.0	0.05	-30.3
ENST00000474554.1:100-163;mfe=-29.70	0	63	3	4	3.0	2.0	0.047619047619047616	-29.7
ENST00000617261.4:1360-1421;mfe=-24.10	0	61	3	8	3.0	2.0	0.04918032786885246	-24.1
ENST00000633694.1:1600-1668;mfe=-24.90	0	68	2	6	2.0	1.0	0.029411764705882353	-24.9
ENST00000474724.5:520-588;mfe=-25.00	0	68	3	3	3.0	2.0	0.04411764705882353	-25.0
ENST00000494835.1:3260-3326;mfe=-33.30	0	66	3	8	3.0	2.0	0.045454545454545456	-33.3
ENST00000430737.6:4940-5005;mfe=-38.80	0	65	2	10	2.0	1.0	0.03076923076923077	-38.8
ENST00000498011.5:520-585;mfe=-25.00	0	65	3	3	3.0	2.0	0.046153846153846156	-25.0
ENST00000481200.1:600-666;mfe=-24.40	0	66	3	11	3.0	2.0	0.045454545454545456	-24.4
ENST00000632971.1:390-451;mfe=-21.50	0	61	4	5	4.0	3.0	0.06557377049180328	-21.5
ENST00000478374.5:460-522;mfe=-26.30	0	62	4	12	4.0	3.0	0.06451612903225806	-26.3
ENST00000441278.5:120-181;mfe=-23.40	0	61	3	9	3.0	2.0	0.04918032786885246	-23.4
ENST00000619292.4:490-552;mfe=-20.40	0	62	3	10	3.0	2.0	0.04838709677419355	-20.4
ENST00000631028.1:620-686;mfe=-32.60	0	66	2	7	2.0	1.0	0.030303030303030304	-32.6
ENST00000616708.4:2940-3014;mfe=-26.20	0	74	4	8	4.0	3.0	0.05405405405405406	-26.2
ENST00000527704.5:2710-2780;mfe=-31.80	0	70	3	8	3.0	2.0	0.04285714285714286	-31.8
ENST00000428505.1:310-380;mfe=-41.50	0	70	2	6	2.0	1.0	0.02857142857142857	-41.5
ENST00000462194.5:450-514;mfe=-26.70	0	64	3	11	3.0	2.0	0.046875	-26.7
ENST00000467455.1:1370-1432;mfe=-27.00	0	62	4	8	4.0	3.0	0.06451612903225806	-27.0
ENST00000550363.4:630-702;mfe=-36.40	0	72	4	5	4.0	3.0	0.05555555555555555	-36.4
ENST00000551758.5:4820-4882;mfe=-25.80	0	62	3	8	3.0	2.0	0.04838709677419355	-25.8
ENST00000629431.2:2280-2357;mfe=-29.90	0	77	3	8	3.0	2.0	0.03896103896103896	-29.9
ENST00000549885.2:260-323;mfe=-27.20	0	63	3	7	3.0	2.0	0.047619047619047616	-27.2
ENST00000452084.6:90-151;mfe=-21.10	0	61	4	6	4.0	3.0	0.06557377049180328	-21.1
ENST00000632046.1:120-183;mfe=-26.60	0	63	4	9	4.0	3.0	0.06349206349206349	-26.6
ENST00000432609.6:1700-1777;mfe=-28.50	0	77	3	13	3.0	2.0	0.03896103896103896	-28.5
ENST00000632947.1:40-102;mfe=-21.80	0	62	3	7	3.0	2.0	0.04838709677419355	-21.8
ENST00000615049.4:1460-1522;mfe=-39.40	0	62	4	10	4.0	3.0	0.06451612903225806	-39.4
ENST00000634124.1:760-824;mfe=-26.70	0	64	3	8	3.0	2.0	0.046875	-26.7
ENST00000613180.2:4710-4775;mfe=-31.10	0	65	3	4	3.0	2.0	0.046153846153846156	-31.1
ENST00000650336.1:3420-3489;mfe=-58.80	0	69	2	6	2.0	1.0	0.028985507246376812	-58.8
ENST00000463532.1:2190-2266;mfe=-32.10	0	76	3	6	3.0	2.0	0.039473684210526314	-32.1
ENST00000678949.1:6890-6965;mfe=-25.10	0	75	3	8	3.0	2.0	0.04	-25.1
ENST00000640896.1:1220-1280;mfe=-25.10	0	60	4	13	4.0	3.0	0.06666666666666667	-25.1
ENST00000545955.5:6230-6300;mfe=-20.00	0	70	3	6	3.0	2.0	0.04285714285714286	-20.0
ENST00000635328.1:1260-1321;mfe=-25.80	0	61	4	7	4.0	3.0	0.06557377049180328	-25.8
ENST00000634669.1:1710-1777;mfe=-31.90	0	67	3	7	3.0	2.0	0.04477611940298507	-31.9
ENST00000639604.1:40-109;mfe=-31.10	0	69	3	16	3.0	2.0	0.043478260869565216	-31.1
ENST00000673412.1:50-113;mfe=-28.40	0	63	4	13	4.0	3.0	0.06349206349206349	-28.4
ENST00000639647.1:880-961;mfe=-58.60	0	81	3	11	3.0	2.0	0.037037037037037035	-58.6
ENST00000639962.1:4250-4311;mfe=-21.90	0	61	4	7	4.0	3.0	0.06557377049180328	-21.9
ENST00000639616.1:160-233;mfe=-20.40	0	73	3	14	3.0	2.0	0.0410958904109589	-20.4
ENST00000624739.1:1310-1384;mfe=-24.00	0	74	3	8	3.0	2.0	0.04054054054054054	-24.0
